"EID","label","type","X","Y","status"
25615,"Micks Creek","Creek",-124.466667,53.833333,"ADOPTED"
25616,"Mid Island","Island",-128.2,52.283333,"ADOPTED"
25617,"Mid Point","Point",-123.666667,49.65,"ADOPTED"
25618,"Mid Rock","Rock",-127.033333,49.816667,"ADOPTED"
25619,"Midas Creek","Creek",-117.45,49.4,"ADOPTED"
25620,"Midas Creek","Creek",-127.090278,57.629167,"ADOPTED"
25621,"Midas Lake","Lake",-127.116667,57.533333,"ADOPTED"
25622,"Midday Creek","Creek",-120.933333,49.983333,"ADOPTED"
25623,"Midday Peak","Peak",-117.333333,49.316667,"ADOPTED"
25624,"Middle Arm","Arm",-123.15,49.183333,"ADOPTED"
25625,"Middle Bank","Bank",-123.933333,49.166667,"ADOPTED"
25626,"Middle Bank","Bank",-129.583333,55,"ADOPTED"
25627,"Middle Channel","Channel",-125.2,48.9,"RESCINDED"
25628,"Middle Creek","Creek",-120.866667,49.033333,"ADOPTED"
25629,"Middle Creek","Creek",-122.033333,49.45,"ADOPTED"
25630,"Middle Creek","Creek",-131.083333,58.083333,"ADOPTED"
25631,"Middle Findlay Creek","Creek",-116.283333,50.116667,"ADOPTED"
25632,"Middle Fork Creek","Creek",-122.65,57.45,"ADOPTED"
25633,"Middle Ground","Bank",-123.7,48.366667,"ADOPTED"
25634,"Middle Hill","Hill",-132.6,53.9,"ADOPTED"
25635,"Middle Joffre Lake","Creek",-122.483333,50.35,"ADOPTED"
25636,"Middle Kootenay Pass","Pass",-114.4,49.266667,"ADOPTED"
25637,"Middle Lake","Lake",-124.933333,51.666667,"ADOPTED"
25638,"Middle Memekay River","River",-125.783333,50.183333,"ADOPTED"
25639,"Middle Mountain","Mountain",-131.616667,56.95,"ADOPTED"
25640,"Middle Mountain","Mountain",-121.3,52.9125,"ADOPTED"
25641,"Middle Patch","Patch",-127.533333,51.3,"ADOPTED"
25642,"Middle Peak","Peak",-123.6,48.316667,"ADOPTED"
25643,"Middle Point","Point",-125.3,50.083333,"ADOPTED"
25644,"Middle Quinsam Lake","Lake",-125.483333,49.916667,"ADOPTED"
25645,"Middle Reef","Reef",-127.033333,49.8,"ADOPTED"
25646,"Middle River","River",-125.116667,54.866667,"ADOPTED"
25647,"Middle River","Community",-125.116667,54.866667,"ADOPTED"
25648,"Middle River","River",-117.983333,51.966667,"RESCINDED"
25649,"Middle River Village","Village",-125.116667,54.866667,"RESCINDED"
25650,"Middle Rocks","Rocks",-127.633333,51.016667,"ADOPTED"
25651,"Middle Scud Creek","Creek",-131.355556,57.252778,"ADOPTED"
25652,"Middlegate","Community",-122.95,49.216667,"ADOPTED"
25653,"Middlepass Creek","Creek",-114.483333,49.216667,"ADOPTED"
25654,"Middlesboro","Community",-120.783333,50.1,"RESCINDED"
25655,"Middleton Point","Point",-128,51.783333,"ADOPTED"
25656,"Mount Middleton","Mount",-130.616667,56.266667,"ADOPTED"
25657,"Mount Middleton","Mount",-119.25,50.233333,"ADOPTED"
25658,"Midgard Peak","Peak",-117.666667,49.766667,"ADOPTED"
25659,"Midge Creek","Creek",-116.8,49.366667,"ADOPTED"
25660,"Midge Creek","Railway Point",-116.816667,49.366667,"RESCINDED"
25661,"Midge Peak","Peak",-116.5,50.05,"ADOPTED"
25662,"Midge Rock","Rock",-130.483333,54.3,"ADOPTED"
25663,"Midgeley Creek","Creek",-116.666667,49.2,"ADOPTED"
25664,"Mount Midgeley","Mount",-116.733333,49.166667,"ADOPTED"
25665,"Midgham Islet","Islet",-125.766667,50.466667,"RESCINDED"
25666,"Midgham Islets","Islets",-125.766667,50.466667,"ADOPTED"
25667,"Midgley Creek","Creek",-121.933333,49.083333,"ADOPTED"
25668,"Midsummer Island","Island",-126.65,50.65,"ADOPTED"
25669,"Miduski Creek","Creek",-123.283333,58.816667,"ADOPTED"
25670,"Midway","Village",-118.766667,49.016667,"ADOPTED"
25671,"Midway Mountains","Mountains",-118.666667,49.5,"RESCINDED"
25672,"Midway Peak","Peak",-116.65,51.8,"ADOPTED"
25673,"Midway Range","Range",-118.666667,49.5,"ADOPTED"
25674,"Midwinter Creek","Creek",-120.616667,59.783333,"ADOPTED"
25675,"Midwinter Lake","Lake",-120.666667,59.9,"ADOPTED"
25676,"Mier Point","Point",-127.566667,50.783333,"ADOPTED"
25677,"Miette Hill","Hill",-118.383333,52.85,"ADOPTED"
25678,"Miette Pass","Pass",-118.65,53,"ADOPTED"
25679,"Migma Mountain","Mountain",-125.8,51.966667,"ADOPTED"
25680,"Mignon Point","Point",-127.55,51.116667,"ADOPTED"
25681,"Mike Creek","Creek",-128.683333,56.316667,"ADOPTED"
25682,"Mike Creek","Creek",-118.55,50.033333,"ADOPTED"
25683,"Mike Creek","Creek",-128.266667,54.566667,"ADOPTED"
25684,"Mike Inlet","Inlet",-131.783333,52.533333,"ADOPTED"
25685,"Mike Lake","Lake",-122.533333,49.266667,"ADOPTED"
25686,"Mike Laurie Creek","Creek",-132.15,53.133333,"ADOPTED"
25687,"Mount Mike","Mount",-115.266667,50,"ADOPTED"
25688,"Mikes Island","Island",-125.883333,49.133333,"ADOPTED"
25689,"Mikkelsen Creek","Creek",-122.155556,52.1625,"ADOPTED"
25690,"Mikuni Point","Point",-123.2,48.816667,"ADOPTED"
25691,"Milbanke Sound","Sound",-128.55,52.316667,"ADOPTED"
25692,"Milburn Lake","Lake",-122.683333,53.016667,"ADOPTED"
25693,"Milburn Peak","Peak",-122.35,55.25,"ADOPTED"
25694,"Mount Milburn","Mount",-122.75,53.033333,"ADOPTED"
25695,"Milch Lake","Lake",-121.216667,51.733333,"RESCINDED"
25696,"Milch Lakes","Lakes",-121.216667,51.733333,"ADOPTED"
25697,"Mildred Creek","Creek",-120.483333,50.366667,"ADOPTED"
25698,"Mildred Lake","Lake",-120.5,50.4,"ADOPTED"
25699,"Mile 62½","Locality",-121.083333,56.383333,"ADOPTED"
25700,"Mile 715.9","Railway Point",-120.75,56.166667,"RESCINDED"
25701,"Mile Creek","Creek",-119.85,49.816667,"ADOPTED"
25702,"Mile High Lakes","Lakes",-119.033333,49.716667,"ADOPTED"
25703,"Mile Point","Point",-116.9,49.716667,"ADOPTED"
25704,"Mile Rock","Rock",-127.7,50.1,"RESCINDED"
25705,"Miledge Creek","Creek",-119.166667,52.283333,"ADOPTED"
25706,"Milefive Creek","Creek",-121.9,52.383333,"ADOPTED"
25707,"Milefive Lake","Lake",-121.866667,52.333333,"ADOPTED"
25708,"Miles Cone","Cone",-127.466667,50.8,"ADOPTED"
25709,"Miles Creek","Creek",-121.916667,52.533333,"ADOPTED"
25710,"Miles Hill","Hill",-123.566667,48.316667,"ADOPTED"
25711,"Miles Inlet","Inlet",-127.583333,51.066667,"ADOPTED"
25712,"Miles Island","Island",-128.316667,52.066667,"ADOPTED"
25713,"Miles Point","Point",-126.85,51.066667,"ADOPTED"
25714,"Milford Creek","Creek",-116.9,50,"ADOPTED"
25715,"Milford Lake","Lake",-116.933333,50.016667,"ADOPTED"
25716,"Milford Peak","Peak",-116.966667,50,"ADOPTED"
25717,"Milhus Rock","Rock",-125.15,48.983333,"ADOPTED"
25718,"Miligit Creek","Creek",-127.933333,54.6,"ADOPTED"
25719,"Military Glacier","Glacier",-123.87,50.416667,"ADOPTED"
25720,"Milk Creek","Creek",-127.6,54.566667,"ADOPTED"
25721,"Milk Lake","Lake",-121.816667,54.166667,"ADOPTED"
25722,"Milk Ranch Mountain","Mountain",-121.65,52.983333,"ADOPTED"
25723,"Milk Ranch Pass Creek","Creek",-121.65,53.016667,"ADOPTED"
25724,"Milk River","River",-120.716667,53.416667,"ADOPTED"
25725,"Milkranch Creek","Creek",-121.783333,50.9,"ADOPTED"
25726,"Milkranch Creek","Creek",-117.75,49.083333,"ADOPTED"
25727,"Mill Bay","Bay",-123.55,48.65,"ADOPTED"
25728,"Mill Bay","Bay",-125.733333,49.1,"RESCINDED"
25729,"Mill Bay","Bay",-129.9,54.983333,"ADOPTED"
25730,"Mill Bay","Community",-123.55,48.65,"ADOPTED"
25731,"Mill Bay","Locality",-129.883333,54.983333,"ADOPTED"
25732,"Mill Creek","Creek",-128.116667,55.1,"ADOPTED"
25733,"Mill Creek","Creek",-123.25,49.666667,"ADOPTED"
25734,"Mill Creek","Creek",-123.916667,58.65,"ADOPTED"
25735,"Mill Creek","Creek",-119.5,49.883333,"ADOPTED"
25736,"Mill Creek","Creek",-123.7,48.916667,"ADOPTED"
25737,"Mill Hill","Hill",-123.483333,48.45,"ADOPTED"
25738,"Mill Lake","Lake",-122.316667,49.05,"ADOPTED"
25739,"Mill Lake","Lake",-117.016667,49.516667,"ADOPTED"
25740,"Mill Point","Point",-123.416667,48.666667,"ADOPTED"
25741,"Mill Stream","Creek",-123.458333,48.455556,"ADOPTED"
25742,"Milla Lake","Lake",-125.4,49.55,"ADOPTED"
25743,"Millar Bay","Bay",-130.55,53.583333,"ADOPTED"
25744,"Millar Channel","Channel",-126.066667,49.316667,"ADOPTED"
25745,"Millar Creek","Creek",-123.05,50.083333,"ADOPTED"
25746,"Millar Creek","Creek",-124.2125,48.825,"ADOPTED"
25747,"Millar Group","Islands",-127.433333,50.916667,"ADOPTED"
25748,"Millar Lake","Lake",-118.1,51.066667,"RESCINDED"
25749,"Millard Creek","Creek",-124.966667,49.666667,"ADOPTED"
25750,"Millard Creek","Creek",-125.016667,49.683333,"RESCINDED"
25751,"Millard Creek","Creek",-123.601389,54.0375,"ADOPTED"
25752,"Millard Lake","Lake",-123.663333,54.016667,"ADOPTED"
25753,"Millbrook Cove","Cove",-127.733333,51.333333,"ADOPTED"
25754,"Millbrook Rocks","Rocks",-127.733333,51.316667,"ADOPTED"
25755,"Miller","Railway Point",-122.733333,53.883333,"RESCINDED"
25756,"Miller Bay","Bay",-130.266667,54.266667,"ADOPTED"
25757,"Miller Bay","Bay",-126.666667,50.833333,"ADOPTED"
25758,"Miller Creek","Creek",-122.630556,54.288889,"ADOPTED"
25759,"Miller Creek","Creek",-118.433333,49.216667,"ADOPTED"
25760,"Miller Creek","Creek",-117.25,49.983333,"ADOPTED"
25761,"Miller Creek","Creek",-122.833333,50.356944,"ADOPTED"
25762,"Miller Creek","Creek",-115.05,49.033333,"ADOPTED"
25763,"Miller Creek","Creek",-125.833333,56.416667,"RESCINDED"
25764,"Miller Creek","Creek",-125.45,49.983333,"ADOPTED"
25765,"Miller Creek","Creek",-114.916667,50.266667,"ADOPTED"
25766,"Miller Creek","Creek",-117.766667,50.016667,"ADOPTED"
25767,"Miller Creek","Creek",-127.333333,54.733333,"ADOPTED"
25768,"Miller Creek","Creek",-131.933333,53.333333,"ADOPTED"
25769,"Miller Creek","Creek",-129.683333,54,"RESCINDED"
25770,"Miller Creek","Creek",-133.566667,59.716667,"ADOPTED"
25771,"Miller Inlet","Inlet",-129.883333,53.466667,"ADOPTED"
25772,"Miller Islet","Islet",-123.95,49.783333,"ADOPTED"
25773,"Miller Lake","Lake",-119.666667,50.633333,"ADOPTED"
25774,"Miller Lake","Lake",-118.1,51.066667,"REINSTATED"
25775,"Miller Pass","Pass",-115.583333,50.666667,"ADOPTED"
25776,"Miller Peaks","Peaks",-120.7,52.916667,"ADOPTED"
25777,"Miller Point","Point",-130.383333,54.25,"ADOPTED"
25778,"Miller Point","Point",-126.25,50.833333,"ADOPTED"
25779,"Miller Reef","Reef",-125.333333,48.833333,"ADOPTED"
25780,"Miller Rock","Rock",-127.95,52.05,"ADOPTED"
25781,"Miller Slough","Slough",-122.077778,49.129167,"ADOPTED"
25782,"Mount Miller","Mount",-119.766667,49.833333,"ADOPTED"
25783,"Mount Miller","Mount",-122.983333,50.366667,"ADOPTED"
25784,"Millerd Creek","Creek",-125.583333,50.8,"ADOPTED"
25785,"Millers Landing","Landing",-123.316667,49.391667,"ADOPTED"
25786,"Millet Creek","Creek",-123.183333,57.233333,"ADOPTED"
25787,"Millie Point","Point",-121.208333,52.033333,"ADOPTED"
25788,"Milligan Creek","Creek",-120.8,56.85,"ADOPTED"
25789,"Milligan Hills","Hills",-120.5,57.45,"ADOPTED"
25790,"Milligan Hills Park","Provincial Park",-120.216667,57.491667,"ADOPTED"
25791,"Milligan Lake","Lake",-124.5,53.95,"ADOPTED"
25792,"Milligan Peak","Peak",-124.1,55.183333,"RESCINDED"
25793,"Milligan Point","Point",-122.216667,55.983333,"RESCINDED"
25794,"Mount Milligan","Mount",-124.1,55.183333,"ADOPTED"
25795,"Milliken Creek","Creek",-123.183333,57.816667,"ADOPTED"
25796,"Mills Creek","Creek",-127.116667,50.583333,"ADOPTED"
25797,"Mills Mountains","Mountains",-126.483333,49.583333,"RESCINDED"
25798,"Mills Peaks","Peaks",-126.483333,49.583333,"ADOPTED"
25799,"Mills Peninsula","Peninsula",-125.15,48.833333,"ADOPTED"
25800,"Mills Point","Point",-127.516667,51.333333,"ADOPTED"
25801,"Mount Mills","Mount",-123.7,50.883333,"ADOPTED"
25802,"Millstone River","River",-123.933333,49.166667,"ADOPTED"
25803,"Millstream","Locality",-123.516667,48.5,"ADOPTED"
25804,"Milly Island","Island",-126.1,50.483333,"ADOPTED"
25805,"Milne Island","Island",-128.766667,52.616667,"ADOPTED"
25806,"Milner","Community",-122.616667,49.133333,"ADOPTED"
25807,"Mount Milner","Mount",-125.783333,50.316667,"ADOPTED"
25808,"Milnes Landing","Community",-123.7,48.383333,"ADOPTED"
25809,"Milnes Landing","Railway Point",-123.7,48.4,"RESCINDED"
25810,"Milo Creek","Creek",-122.833333,58.616667,"ADOPTED"
25811,"Milo Lake","Lake",-123.066667,58.633333,"ADOPTED"
25812,"Milthorp Point","Point",-127.783333,51.233333,"ADOPTED"
25813,"Milton Creek","Creek",-117.816667,49.6,"ADOPTED"
25814,"Milton River","River",-127.45,51.783333,"ADOPTED"
25815,"Mount Milton","Mount",-119.183333,52.6,"ADOPTED"
25816,"Milwaukee Point","Point",-120.116667,50,"ADOPTED"
25817,"Mimenuh Mountain","Mountain",-121.216667,50.183333,"ADOPTED"
25818,"Mimulus Creek","Creek",-123.033333,49.95,"ADOPTED"
25819,"Mimulus Lake","Lake",-118.416667,50.7,"ADOPTED"
25820,"Mimulus Lake","Lake",-123.033333,49.966667,"ADOPTED"
25821,"Min Lake","Lake",-119.166667,50.15,"ADOPTED"
25822,"Min Rock","Rock",-125.366667,50.283333,"ADOPTED"
25823,"Minaberriet Creek","Creek",-121.316667,50.666667,"ADOPTED"
25824,"Minaker River","River",-123.016667,57.866667,"ADOPTED"
25825,"Minaret Col","Col",-117.882778,51.651667,"ADOPTED"
25826,"Minaret Creek","Creek",-127.283333,56.333333,"ADOPTED"
25827,"Minaret Peak","Peak",-117.883333,51.65,"ADOPTED"
25828,"Minaty Bay","Locality",-123.216667,49.616667,"ADOPTED"
25829,"Minch Creek","Creek",-121.666667,51.066667,"ADOPTED"
25830,"Mincho Lake","Lake",-130.783333,58.216667,"ADOPTED"
25831,"Mine Creek","Creek",-121.016667,49.683333,"ADOPTED"
25832,"Mine Creek","Creek",-125.55,49.866667,"ADOPTED"
25833,"Mine Hill","Hill",-126.716667,54.083333,"ADOPTED"
25834,"Mine Hill","Hill",-119.366667,49.883333,"ADOPTED"
25835,"Miner Creek","Creek",-129.5,55.65,"ADOPTED"
25836,"Miner Lake","Lake",-120.6,49.916667,"ADOPTED"
25837,"Miner Lake","Lake",-121.55,52.166667,"ADOPTED"
25838,"Miner Lake","Lake",-124.966667,51.866667,"ADOPTED"
25839,"Mount Miner","Mount",-120.45,49.483333,"ADOPTED"
25840,"Mineral Creek","Creek",-117.8,50.016667,"ADOPTED"
25841,"Mineral Creek","Creek",-123.2,49.633333,"ADOPTED"
25842,"Mineral Creek","Creek",-116.333333,50.4,"ADOPTED"
25843,"Mineral Creek","Creek",-117.316667,49.733333,"ADOPTED"
25844,"Mineral Creek","Creek",-124.666667,49.166667,"ADOPTED"
25845,"Mineral Hill","Hill",-120.383333,50.35,"ADOPTED"
25846,"Mineral Lake","Lake",-115.85,49.35,"ADOPTED"
25847,"Mineral Lakes","Lakes",-136.616667,59.633333,"ADOPTED"
25848,"Mineral Mountain","Mountain",-136.6,59.6,"ADOPTED"
25849,"Miners Bay","Bay",-123.3,48.85,"ADOPTED"
25850,"Miners Channel","Channel",-123.283333,48.633333,"ADOPTED"
25851,"Miners Creek","Creek",-127.783333,54.333333,"ADOPTED"
25852,"Miners Peak","Peak",-125.433333,58.516667,"ADOPTED"
25853,"Miners Point","Point",-130.133333,55.716667,"ADOPTED"
25854,"Minerva Lake","Lake",-129.966667,54.266667,"ADOPTED"
25855,"Minette Bay","Bay",-128.633333,54.016667,"ADOPTED"
25856,"Minette Bay Creek","Creek",-128.6,54.033333,"ADOPTED"
25857,"Miniskirt","Mountain",-123.516667,48.466667,"ADOPTED"
25858,"Ministik Creek","Creek",-120.25,55.266667,"ADOPTED"
25859,"Mink Creek","Creek",-121.916667,55.383333,"ADOPTED"
25860,"Mink Creek","Creek",-125.4,50.716667,"ADOPTED"
25861,"Mink Creek","Creek",-128.566667,57.616667,"ADOPTED"
25862,"Mink Creek","Creek",-120.183333,52.066667,"ADOPTED"
25863,"Mink Creek","Creek",-123.966667,48.4,"RESCINDED"
25864,"Mink Gulch","Gulch",-121.516667,53.05,"ADOPTED"
25865,"Mink Island","Island",-125.466667,50.433333,"ADOPTED"
25866,"Mink Island","Island",-124.766667,50.1,"REINSTATED"
25867,"Mink Lake","Lake",-126.366667,53.2,"ADOPTED"
25868,"Mink Point","Point",-126.566667,50.6,"ADOPTED"
25869,"Mink Rapids","Rapids",-118.283333,52.05,"RESCINDED"
25870,"Mink Trap Bay","Bay",-129.85,53.45,"ADOPTED"
25871,"Mount Minnes","Mount",-120.066667,54.166667,"ADOPTED"
25872,"Minnie Island","Island",-130.666667,54.1,"ADOPTED"
25873,"Minnie Lake","Lake",-120.416667,50.016667,"ADOPTED"
25874,"Minnis Bay","Bay",-129.45,53.333333,"ADOPTED"
25875,"Minnow Creek","Creek",-120.35,53.416667,"ADOPTED"
25876,"Minnow Creek","Creek",-115.833333,50.65,"ADOPTED"
25877,"Minnow Lake","Lake",-123.336111,54.829167,"ADOPTED"
25878,"Minnow Lake","Lake",-119.166667,49.766667,"ADOPTED"
25879,"Minotaur Peak","Peak",-118.4,52.65,"ADOPTED"
25880,"Minstrel Island","Community",-126.3,50.616667,"ADOPTED"
25881,"Minstrel Island","Island",-126.316667,50.616667,"ADOPTED"
25882,"Minto","Landing",-121.95,49.2,"RESCINDED"
25883,"Minto Landing","Locality",-121.95,49.2,"ADOPTED"
25884,"Mount Minto","Mount",-133.9,59.933333,"ADOPTED"
25885,"Minton Creek","Creek",-123.15,51.933333,"ADOPTED"
25886,"Minton Creek","Creek",-122.116667,52.266667,"ADOPTED"
25887,"Minton Lake","Lake",-122.05,52.2,"ADOPTED"
25888,"Mount Minton","Mount",-115.116667,50.366667,"ADOPTED"
25889,"Minute Creek","Creek",-124.333333,48.5,"ADOPTED"
25890,"Minx Reef","Reef",-123.216667,48.816667,"ADOPTED"
25891,"Minx Rocks","Rocks",-127.366667,50,"ADOPTED"
25892,"Miocene","Locality",-121.772222,52.243056,"ADOPTED"
25893,"Miocene Lake","Lake",-121.697222,52.233333,"ADOPTED"
25894,"Miracle Beach Park","Provincial Park",-125.1,49.85,"ADOPTED"
25895,"Miracle Valley","Community",-122.25,49.25,"ADOPTED"
25896,"Mirage Lake","Lake",-121.466667,51.733333,"ADOPTED"
25897,"Miriam Creek","Creek",-118.95,50.433333,"ADOPTED"
25898,"Miriam Range","Range",-126.45,50.833333,"ADOPTED"
25899,"Mirren Lake","Lake",-125.366667,49.566667,"ADOPTED"
25900,"Mirror Lake","Lake",-122.55,49.266667,"ADOPTED"
25901,"Mirror Lake","Lake",-120.016667,52.033333,"ADOPTED"
25902,"Mirror Lake","Community",-116.9,49.883333,"ADOPTED"
25903,"Mirror Lake","Lake",-125.4,49.983333,"ADOPTED"
25904,"Mirror Lake","Lake",-118.4,50.7,"ADOPTED"
25905,"Mirror Lake","Lake",-116.9,49.883333,"ADOPTED"
25906,"Mis-kat-la (Foch Lagoon) IR 14","Indian Reserve",-129.083333,53.833333,"RESCINDED"
25907,"Mischinsinlika Creek","Creek",-123.066667,55.183333,"ADOPTED"
25908,"Miserable Glacier","Glacier",-123.873333,51.066667,"ADOPTED"
25909,"Misery Bay","Bay",-123.566667,49.683333,"ADOPTED"
25910,"Misery Bay","Bay",-123.55,48.516667,"ADOPTED"
25911,"Misery Creek","Creek",-123.583333,49.683333,"ADOPTED"
25912,"Misery Lake","Lake",-123.6,49.766667,"ADOPTED"
25913,"Misery Summit","Summit",-122.6,49.85,"ADOPTED"
25914,"Misgatlee (Foch Lagoon) IR 14","Indian Reserve",-129.083333,53.833333,"ADOPTED"
25915,"Misinchinka Ranges","Ranges",-122.5,55.166667,"ADOPTED"
25916,"Misinchinka River","River",-122.95,55.1,"ADOPTED"
25917,"Miskatla Inlet","Inlet",-128.933333,53.816667,"ADOPTED"
25918,"Misko","Railway Point",-116.583333,51.25,"RESCINDED"
25919,"Misko Creek","Creek",-116.316667,51.25,"ADOPTED"
25920,"Misko Mountain","Mountain",-116.35,51.283333,"ADOPTED"
25921,"Misko Pass","Pass",-116.283333,51.283333,"ADOPTED"
25922,"Miskwasini Peak","Peak",-114.333333,49.066667,"ADOPTED"
25923,"Missezula Lake","Lake",-120.516667,49.783333,"ADOPTED"
25924,"Missezula Mountain","Mountain",-120.533333,49.683333,"ADOPTED"
25925,"Missinka River","River",-122.033333,54.583333,"ADOPTED"
25926,"Mission","District Municipality",-122.333333,49.233333,"ADOPTED"
25927,"Mission","Community",-122.3,49.133333,"ADOPTED"
25928,"Mission","Railway Point",-122.3,49.133333,"ADOPTED"
25929,"Mission Beach Park","Provincial Park",-119.483333,49.85,"ADOPTED"
25930,"Mission City","Town",-122.333333,49.233333,"RESCINDED"
25931,"Mission City","Post Office",-122.3,49.133333,"RESCINDED"
25932,"Mission City","Railway Point",-122.3,49.133333,"RESCINDED"
25933,"Mission Creek","Creek",-116.35,49,"ADOPTED"
25934,"Mission Creek","Creek",-119.483333,49.85,"ADOPTED"
25935,"Mission Creek IR 8","Indian Reserve",-119.466667,49.85,"ADOPTED"
25936,"Mission Flats Park","Provincial Park",-120.416667,50.683333,"RESCINDED"
25937,"Mission Group","Islands",-127.4,50,"ADOPTED"
25938,"Mission Hill","Hill",-132.183333,54.033333,"ADOPTED"
25939,"Mission IR 1","Indian Reserve",-123.1,49.316667,"ADOPTED"
25940,"Mission IR 5","Indian Reserve",-122.283333,50.7,"ADOPTED"
25941,"Mission Island IR 2","Indian Reserve",-127.383333,50.016667,"ADOPTED"
25942,"Mission Islands","Islands",-127.4,50,"RESCINDED"
25943,"Mission Lake","Lake",-118.816667,50.016667,"ADOPTED"
25944,"Mission Mountain","Mountain",-130.383333,54.366667,"ADOPTED"
25945,"Mission Pass","Pass",-122.233333,50.75,"ADOPTED"
25946,"Mission Point","Point",-123.716667,49.433333,"ADOPTED"
25947,"Mission Point","Point",-130.433333,54.333333,"ADOPTED"
25948,"Mission Ponds","Ponds",-121.933333,52.083333,"ADOPTED"
25949,"Mission Ridge","Ridge",-122.1,50.75,"ADOPTED"
25950,"Mission Slough","Slough",-119.466667,49.866667,"ADOPTED"
25951,"Mission Valley","Valley",-129.916667,55.016667,"ADOPTED"
25952,"Missioner Creek","Creek",-122.166667,52.133333,"ADOPTED"
25953,"Missusjay Creek","Creek",-131.666667,57.633333,"ADOPTED"
25954,"Missusjay Mountain","Mountain",-131.783333,57.583333,"ADOPTED"
25955,"Mist Bluff","Bluff",-126.266667,50.55,"ADOPTED"
25956,"Mist Glacier","Glacier",-118.116667,51.875,"ADOPTED"
25957,"Mist Glacier","Glacier",-119.166667,53.128333,"ADOPTED"
25958,"Mist Island","Island",-126.7,50.616667,"ADOPTED"
25959,"Mist Island","Island",-130.466667,54.5,"ADOPTED"
25960,"Mist Islets","Islets",-126.266667,50.55,"ADOPTED"
25961,"Mist Peak","Peak",-124.516667,51.15,"ADOPTED"
25962,"Mist Rock","Rock",-127.5,50.416667,"ADOPTED"
25963,"Mista Peak","Peak",-118,49.7,"ADOPTED"
25964,"Mistahae Creek","Creek",-122.55,57.266667,"ADOPTED"
25965,"Mistake Island","Island",-126.2,50.533333,"ADOPTED"
25966,"Mistaken Island","Island",-124.216667,49.333333,"ADOPTED"
25967,"Mistanusk Creek","Creek",-120.066667,54.7,"ADOPTED"
25968,"Mistaya Mountain","Mountain",-116.583333,51.716667,"ADOPTED"
25969,"Misterjay Creek","Creek",-131.75,57.633333,"ADOPTED"
25970,"Misthorn","Peak",-125.495833,49.479167,"ADOPTED"
25971,"Misty Glacier","Glacier",-117.853333,52.293333,"ADOPTED"
25972,"Misty Icefield","Icefield",-122.61,49.81,"ADOPTED"
25973,"Misty Lake","Lake",-127.266667,50.6,"ADOPTED"
25974,"Misty Lake","Lake",-122.583333,49.816667,"ADOPTED"
25975,"Misty Passage","Passage",-126.633333,50.733333,"ADOPTED"
25976,"Misty Peak","Peak",-122.633333,49.766667,"ADOPTED"
25977,"Mit Lake","Lake",-122.7,53.016667,"ADOPTED"
25978,"Mitch Mountain","Mountain",-125.466667,49.683333,"RESCINDED"
25979,"Mitchell Bay","Bay",-126.85,50.633333,"ADOPTED"
25980,"Mitchell Bay","Bay",-121.45,52.483333,"ADOPTED"
25981,"Mitchell Bay","Locality",-126.85,50.633333,"ADOPTED"
25982,"Mitchell Cove","Cove",-123.366667,49.466667,"ADOPTED"
25983,"Mitchell Cove","Cove",-129.466667,53.366667,"ADOPTED"
25984,"Mitchell Creek","Creek",-130.35,56.5,"ADOPTED"
25985,"Mitchell Inlet","Inlet",-132.166667,52.95,"ADOPTED"
25986,"Mitchell Island","Island",-123.083333,49.2,"ADOPTED"
25987,"Mitchell Lake","Lake",-123.5,48.516667,"ADOPTED"
25988,"Mitchell Lake","Lake",-120.266667,50.616667,"ADOPTED"
25989,"Mitchell Lake","Lake",-125.166667,50.35,"ADOPTED"
25990,"Mitchell Lake","Lake",-120.633333,52.866667,"ADOPTED"
25991,"Mitchell Lake/Niagara Park","Provincial Park",-120.516667,52.883333,"RESCINDED"
25992,"Mitchell Meadows","Meadow",-115.683333,50.916667,"ADOPTED"
25993,"Mitchell Mountain","Mountain",-120.716667,52.833333,"RESCINDED"
25994,"Mitchell Pass","Pass",-125.433333,55.166667,"ADOPTED"
25995,"Mitchell Point","Point",-123.516667,48.566667,"RESCINDED"
25996,"Mitchell Point","Point",-125.55,50.616667,"ADOPTED"
25997,"Mitchell Range","Range",-115.833333,50.833333,"ADOPTED"
25998,"Mitchell Range","Range",-125.616667,55.333333,"ADOPTED"
25999,"Mitchell River","River",-115.666667,50.733333,"ADOPTED"
26000,"Mitchell River","River",-120.816667,52.783333,"ADOPTED"
26001,"Mount Mitchell","Mount",-125.465278,49.688889,"ADOPTED"
26002,"Mount Mitchell","Mount",-120.716667,52.833333,"ADOPTED"
26003,"Mount Mitchell","Mount",-118.955556,49.272222,"ADOPTED"
26004,"Mitchener Creek","Creek",-118.033333,49.216667,"ADOPTED"
26005,"Mitikan Creek","Creek",-118.583333,50.966667,"ADOPTED"
26006,"Mitla Creek","Creek",-125.983333,49.5,"ADOPTED"
26007,"Mitlenatch Island","Island",-125,49.95,"ADOPTED"
26008,"Mitlenatch Island Nature Park","Provincial Park",-125,49.95,"ADOPTED"
26009,"Mitre Creek","Creek",-117.516667,51.15,"ADOPTED"
26010,"Mitre Mountain","Mountain",-129.966667,56.266667,"ADOPTED"
26011,"Mitska Creek","Creek",-120.55,54.533333,"ADOPTED"
26012,"Mitt Lake","Lake",-129.716667,53.883333,"ADOPTED"
